created,text,retwc,hashtag,followers,friends,subjectivity,polarity
2021-09-20 16:47:46,"b""@UNICEF @charts_k @BTS_twt Yes , I'm fully vaccinated\n\n#vaccinated\n#ARMYVaccinatedToo \n#BTSatUNGA""",0,vaccinated,143,149,0.0,0.0
2021-09-20 16:47:42,b'no the vaccine did not give me autism nor did it upgrade my autism (unfortunately \xf0\x9f\x98\x9e) #ARMYvaccinatedtoo https://t.co/ZwTEljvWnN',0,ARMYvaccinatedtoo,1716,568,1.0,-0.5
2021-09-20 16:47:40,"b""RT @prodsonyeondan: Been fully vaccinated since july, it's important, not just for yourself but also - and especially - for others, so go f\xe2\x80\xa6""",18,None,66,582,1.0,0.2
2021-09-20 16:47:35,"b'Let\xe2\x80\x99s do this!!!!\n\nI want to be part too!!\n\nI, Adorable Representative MC for Youth, am fully vaccinated. I will do\xe2\x80\xa6 https://t.co/0GPeve6h3X'",0,None,511,491,1.0,0.5
2021-09-20 16:47:35,"b'RT @KYOKOUGH: fully vaccinated since august, registered as soon as i could. still wearing masks, practicing social distancing and taking ex\xe2\x80\xa6'",8,None,66,582,0.06666666666666667,0.03333333333333333
2021-09-20 16:47:33,b'RT @ardorminjoon: i got my vaccinations done back in april but just like @BTS_twt ive also continued to practice social distancing and mask\xe2\x80\xa6',11,None,280,576,0.03333333333333333,0.016666666666666666
2021-09-20 16:47:30,"b'I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated. I am still taki\xe2\x80\xa6 https://t.co/DLDLUN1eCv'",0,None,218,782,1.0,0.5
2021-09-20 16:47:26,"b'I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, I am fully vaccinated.\xe2\x80\xa6 https://t.co/0QThu370TA'",0,None,717,726,1.0,0.5
2021-09-20 16:47:21,"b'Been vaccinated since may, I got Johnson and Johnson\xe2\x80\xa6 the side effects felt like having early symptoms of malaria\xe2\x80\xa6\xe2\x80\xa6 https://t.co/uGEG890yQg'",0,None,1259,606,0.3,0.1
2021-09-20 16:47:21,b'RT @bubsarmy: Second dose next week!\xf0\x9f\x92\x9c\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbc #ARMYvaccinatedtoo',7,ARMYvaccinatedtoo,197,445,0.0,0.0
2021-09-20 16:47:18,"b'yes, OF COURSE\ngot my vaccines as soon as I could\nwhich was in June\n#ARMYvaccinatedtoo https://t.co/6DVxehzMC2'",0,ARMYvaccinatedtoo,531,1255,0.0,0.0
2021-09-20 16:47:17,b'RT @swanease7: Ive been fully vaccinated since May! I still wear my mask &amp; social distance. Me and my family are committed to doing whateve\xe2\x80\xa6',28,None,66,582,0.06666666666666667,0.03333333333333333
