created,text,retwc,hashtag,followers,friends,subjectivity,polarity
2021-10-09 03:52:36,"b'RT @celinegounder: 1/ Dear @POTUS,\nShare Moderna COVID vaccine recipe now.\n\nhttps://t.co/02dy9TOfSb https://t.co/j5qjmcKjf5'",35,None,383,624,0.0,0.0
2021-10-09 03:52:31,"b'RT @BHappy_4Now: @anonrc @JpStrand27 @rothfarms So sorry about that.\n\nToday Iceland, Norway, Sweden, Finland and Denmark have suspended Mod\xe2\x80\xa6'",2,None,62328,2414,1.0,-0.5
2021-10-09 03:52:31,"b""RT @JillColtonFree: Fair question to ask, if Iceland banned the Moderna vax because it's dangerous why doesn't Canada do the same?\nEasy ans\xe2\x80\xa6""",17,None,2002,4345,0.9,0.04999999999999999
2021-10-09 03:52:23,"b""@MavNGoose1 We don't need data on vaccines. We need data on the bank balance of these people.#Moderna""",0,Moderna,150,321,0.0,0.0
2021-10-09 03:52:20,b'RT @george_jazzcat: I lived in Reykjavik for a few years and can save your time using Google translate:\nIceland has halted ALL Moderna vacc\xe2\x80\xa6',276,None,344,852,0.1,-0.2
2021-10-09 03:52:16,"b'RT @MctagueNicole: ""ICELAND STOPS USE OF MODERNA VACCINE\nNot just for teenagers or people under 30. For everyone. The risk of heart problem\xe2\x80\xa6'",214,None,438,258,0.0,0.0
2021-10-09 03:52:15,"b'RT @PeterSweden7: UPDATE: Denmark is not stopping the use of Moderna in people under 18 after all.\n\nThey say the previous news was ""miscomm\xe2\x80\xa6'",202,None,156,408,0.16666666666666666,-0.16666666666666666
2021-10-09 03:52:12,"b'RT @JeanmarcBenoit: VAERS. 13, male. Death 3 days post Moderna vaccine https://t.co/qxcTNua4r4'",31,None,3770,1116,0.1,0.0
2021-10-09 03:52:10,b'RT @Oeuvresrecentes: @RWMaloneMD Iceland halts Moderna for ALL AGES\xe2\x80\xa6.it looks like the Scandinavian nations care a bit more about the healt\xe2\x80\xa6',72,None,5857,5573,0.5,0.5
2021-10-09 03:52:04,b'@InStyle @moderna_tx Don\xe2\x80\x99t take the darts \xf0\x9f\x8e\xaf',0,None,547,1663,0.0,0.0
2021-10-09 03:51:58,"b'RT @JeanmarcBenoit: VAERS. 13, male. Death 3 days post Moderna vaccine https://t.co/qxcTNua4r4'",31,None,38,255,0.1,0.0
2021-10-09 03:51:57,"b'RT @DrLeanaWen: As a woman under 50 who received the J&amp;J vaccine, I will not get a J&amp;J booster. There are other options, specifically Pfize\xe2\x80\xa6'",87,None,734,2520,0.375,-0.125
2021-10-09 03:51:57,"b'again @usembassyguate @POTUS @VP @KamalaHarris @StateDept, This is how President Giammattei gives thanks for saving\xe2\x80\xa6 https://t.co/9XpmrYDMH3'",0,None,808,878,0.2,0.2
